Trip_ID,Source,Destination,Destination_Type,Season,Cost,Package_Price,User_Budget,User_Rating,Package_Type,Package_Category,Accomidation_type,Transport_type,Package_Title,Trip_Description,Itinerary_Plan,Highlights,Image_URL,Duration_Days
T0070,Chennai,Auli,Adventure,All Season,20500,19200,23200,3.8,Group,Adventure,Standard Hotel,Car/Coach,Auli Explorer Package,"Experience the best of Auli on this 7 Days / 6 Nights adventure getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 7 days.","Day 1: Arrival at Auli, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Auli (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration. | Day 5: Wrap-up sightseeing and prepare for departure. | Day 6+: Additional relaxed exploration, optional excursions and departure formalities.",Trekking/hiking; River activities; Camping; Off-road exploration; High viewpoint,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5q9qd8cdSV96jX2V9tYxfxeAzfw-8prSj5Q&s,7
T0071,Hyderabad,Spiti,Adventure,All Season,9300,8250,10300,3.9,Budget,Adventure,Standard Hotel,Car/Coach,Royal Journey of Spiti,"Experience the best of Spiti on this 3 Days / 2 Nights adventure getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 3 days.","Day 1: Arrival at Spiti, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Spiti (short trek/boat/temple visit).",Trekking/hiking; River activities; Camping; Off-road exploration; High viewpoint,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmugeHcyurV8E1iguOdWfCnPh4gxVtrBwgeQ&s,3
T0072,Hyderabad,Spiti,Adventure,All Season,12300,11400,13400,4.5,Family,Adventure,Standard Hotel,Car/Coach,Jewel of Spiti - Cultural Highlights - Deluxe,"Experience the best of Spiti on this 4 Days / 3 Nights adventure getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 4 days.","Day 1: Arrival at Spiti, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Spiti (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration.",Trekking/hiking; River activities; Camping; Off-road exploration; High viewpoint,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVIjxKVcxMGk90I0pxEaCrafTJPstTv1aCDg&s,4
T0073,Hyderabad,Spiti,Adventure,All Season,16100,14400,18000,4.4,Luxury,Adventure,Standard Hotel,Car/Coach,Weekend Escape to Spiti - Family Special,"Experience the best of Spiti on this 5 Days / 4 Nights adventure getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 5 days.","Day 1: Arrival at Spiti, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Spiti (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration. | Day 5: Wrap-up sightseeing and prepare for departure.",Trekking/hiking; River activities; Camping; Off-road exploration; High viewpoint,https://t.eucdn.in/tourism/lg-jpg/spiti-valley-4471884.jpg,5
T0074,Hyderabad,Spiti,Adventure,All Season,17700,16800,20000,4.2,Couple,Adventure,Standard Hotel,Car/Coach,Spiti Heritage & Culture Trail - Budget Friendly,"Experience the best of Spiti on this 6 Days / 5 Nights adventure getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 6 days.","Day 1: Arrival at Spiti, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Spiti (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration. | Day 5: Wrap-up sightseeing and prepare for departure. | Day 6+: Additional relaxed exploration, optional excursions and departure formalities.",Trekking/hiking; River activities; Camping; Off-road exploration; High viewpoint,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKcR7PJoqj0meeNr5F1PNUi5Qsue96xmduwQ&s,6
T0075,Hyderabad,Spiti,Adventure,All Season,20800,19400,22500,3.9,Group,Adventure,Standard Hotel,Car/Coach,Spiti Explorer Package,"Experience the best of Spiti on this 7 Days / 6 Nights adventure getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 7 days.","Day 1: Arrival at Spiti, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Spiti (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration. | Day 5: Wrap-up sightseeing and prepare for departure. | Day 6+: Additional relaxed exploration, optional excursions and departure formalities.",Trekking/hiking; River activities; Camping; Off-road exploration; High viewpoint,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKcR7PJoqj0meeNr5F1PNUi5Qsue96xmduwQ&s,7
T0076,Delhi,Varanasi,Spiritual,Winter,5600,5000,14000,4.6,Budget,Spiritual,Ashram,Bus / Train / Cab,Royal Journey of Varanasi,"Experience the best of Varanasi on this 3 Days / 2 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 3 days.","Day 1: Arrival at Varanasi, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Varanasi (short trek/boat/temple visit).",Varanasi temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://s7ap1.scene7.com/is/image/incredibleindia/manikarnika-ghat-city-hero?qlt=82&ts=1727959374496,3
T0077,Delhi,Varanasi,Spiritual,Winter,7200,6250,14000,4.6,Family,Spiritual,Ashram,Bus / Train / Cab,Jewel of Varanasi - Cultural Highlights - Deluxe,"Experience the best of Varanasi on this 4 Days / 3 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 4 days.","Day 1: Arrival at Varanasi, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Varanasi (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration.",Varanasi temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://s7ap1.scene7.com/is/image/incredibleindia/manikarnika-ghat-city-hero?qlt=82&ts=1727959374496,4
T0078,Delhi,Varanasi,Spiritual,Winter,7700,7200,14000,4.6,Luxury,Spiritual,Ashram,Bus / Train / Cab,Weekend Escape to Varanasi - Family Special,"Experience the best of Varanasi on this 5 Days / 4 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 5 days.","Day 1: Arrival at Varanasi, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Varanasi (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration. | Day 5: Wrap-up sightseeing and prepare for departure.",Varanasi temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://s7ap1.scene7.com/is/image/incredibleindia/manikarnika-ghat-city-hero?qlt=82&ts=1727959374496,5
T0079,Delhi,Varanasi,Spiritual,Winter,11100,10450,14000,4.6,Couple,Spiritual,Ashram,Bus / Train / Cab,Varanasi Heritage & Culture Trail - Budget Friendly,"Experience the best of Varanasi on this 6 Days / 5 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 6 days.","Day 1: Arrival at Varanasi, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Varanasi (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration. | Day 5: Wrap-up sightseeing and prepare for departure. | Day 6+: Additional relaxed exploration, optional excursions and departure formalities.",Varanasi temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://s7ap1.scene7.com/is/image/incredibleindia/manikarnika-ghat-city-hero?qlt=82&ts=1727959374496,6
T0080,Delhi,Varanasi,Spiritual,Winter,12100,10800,14000,4.6,Group,Spiritual,Ashram,Bus / Train / Cab,Varanasi Explorer Package,"Experience the best of Varanasi on this 7 Days / 6 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 7 days.","Day 1: Arrival at Varanasi, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Varanasi (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration. | Day 5: Wrap-up sightseeing and prepare for departure. | Day 6+: Additional relaxed exploration, optional excursions and departure formalities.",Varanasi temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://s7ap1.scene7.com/is/image/incredibleindia/manikarnika-ghat-city-hero?qlt=82&ts=1727959374496,7
T0081,Delhi,Rishikesh,Spiritual,Summer,5600,4850,18760,3.9,Budget,Spiritual,Campsite,Jeep / Trek / Off-road,Royal Journey of Rishikesh,"Experience the best of Rishikesh on this 3 Days / 2 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 3 days.","Day 1: Arrival at Rishikesh, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Rishikesh (short trek/boat/temple visit).",Rishikesh temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://media2.thrillophilia.com/images/photos/000/143/118/original/1549266706_shutterstock_1136356946.jpg?w=753&h=450&dpr=1.5,3
T0082,Delhi,Rishikesh,Spiritual,Summer,7500,7100,18760,3.9,Family,Spiritual,Campsite,Jeep / Trek / Off-road,Jewel of Rishikesh - Cultural Highlights - Deluxe,"Experience the best of Rishikesh on this 4 Days / 3 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 4 days.","Day 1: Arrival at Rishikesh, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Rishikesh (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration.",Rishikesh temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://media2.thrillophilia.com/images/photos/000/143/118/original/1549266706_shutterstock_1136356946.jpg?w=753&h=450&dpr=1.5,4
T0083,Delhi,Rishikesh,Spiritual,Summer,9100,7850,18760,3.9,Luxury,Spiritual,Campsite,Jeep / Trek / Off-road,Weekend Escape to Rishikesh - Family Special,"Experience the best of Rishikesh on this 5 Days / 4 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 5 days.","Day 1: Arrival at Rishikesh, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Rishikesh (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration. | Day 5: Wrap-up sightseeing and prepare for departure.",Rishikesh temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://media2.thrillophilia.com/images/photos/000/143/118/original/1549266706_shutterstock_1136356946.jpg?w=753&h=450&dpr=1.5,5
T0084,Delhi,Rishikesh,Spiritual,Summer,11500,10100,18760,3.9,Couple,Spiritual,Campsite,Jeep / Trek / Off-road,Rishikesh Heritage & Culture Trail - Budget Friendly,"Experience the best of Rishikesh on this 6 Days / 5 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 6 days.","Day 1: Arrival at Rishikesh, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Rishikesh (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration. | Day 5: Wrap-up sightseeing and prepare for departure. | Day 6+: Additional relaxed exploration, optional excursions and departure formalities.",Rishikesh temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://media2.thrillophilia.com/images/photos/000/143/118/original/1549266706_shutterstock_1136356946.jpg?w=753&h=450&dpr=1.5,6
T0085,Delhi,Rishikesh,Spiritual,Summer,14200,13200,18760,3.9,Group,Spiritual,Campsite,Jeep / Trek / Off-road,Rishikesh Explorer Package,"Experience the best of Rishikesh on this 7 Days / 6 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 7 days.","Day 1: Arrival at Rishikesh, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Rishikesh (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration. | Day 5: Wrap-up sightseeing and prepare for departure. | Day 6+: Additional relaxed exploration, optional excursions and departure formalities.",Rishikesh temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://media2.thrillophilia.com/images/photos/000/143/118/original/1549266706_shutterstock_1136356946.jpg?w=753&h=450&dpr=1.5,7
T0086,Guntur,Tirupati,Spiritual,All Season,6100,5350,7800,4.7,Budget,Spiritual,Standard Hotel,Car/Coach,Royal Journey of Tirupati,"Experience the best of Tirupati on this 3 Days / 2 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 3 days.","Day 1: Arrival at Tirupati, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Tirupati (short trek/boat/temple visit).",Tirupati temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://upload.wikimedia.org/wikipedia/commons/4/4e/Tirumala_090615.jpg,3
T0087,Guntur,Tirupati,Spiritual,All Season,8100,7300,9900,4.3,Family,Spiritual,Standard Hotel,Car/Coach,Jewel of Tirupati - Cultural Highlights - Deluxe,"Experience the best of Tirupati on this 4 Days / 3 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 4 days.","Day 1: Arrival at Tirupati, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Tirupati (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration.",Tirupati temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,"https://assets.cntraveller.in/photos/60ba1153002baf698cc66e6c/16:9/w_1280,c_limit/Tirumala-1366x768.jpg",4
T0088,Guntur,Tirupati,Spiritual,All Season,9100,8100,11000,4.9,Luxury,Spiritual,Standard Hotel,Car/Coach,Weekend Escape to Tirupati - Family Special,"Experience the best of Tirupati on this 5 Days / 4 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 5 days.","Day 1: Arrival at Tirupati, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Tirupati (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration. | Day 5: Wrap-up sightseeing and prepare for departure.",Tirupati temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://i.pinimg.com/736x/80/32/8e/80328e5c19a28e5d11c0d047979ed670.jpg,5
T0089,Guntur,Tirupati,Spiritual,All Season,9000,7850,9500,3.8,Couple,Spiritual,Standard Hotel,Car/Coach,Tirupati Heritage & Culture Trail - Budget Friendly,"Experience the best of Tirupati on this 6 Days / 5 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 6 days.","Day 1: Arrival at Tirupati, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Tirupati (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration. | Day 5: Wrap-up sightseeing and prepare for departure. | Day 6+: Additional relaxed exploration, optional excursions and departure formalities.",Tirupati temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://superbcollections.com/wp-content/uploads/2023/07/tirumala-tirupati-devasthanams.jpg,6
T0090,Guntur,Tirupati,Spiritual,All Season,11500,10450,12500,3.3,Group,Spiritual,Standard Hotel,Car/Coach,Tirupati Explorer Package,"Experience the best of Tirupati on this 7 Days / 6 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 7 days.","Day 1: Arrival at Tirupati, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Tirupati (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration. | Day 5: Wrap-up sightseeing and prepare for departure. | Day 6+: Additional relaxed exploration, optional excursions and departure formalities.",Tirupati temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,"https://m.media-amazon.com/images/I/71owliUaN4L._AC_UF894,1000_QL80_.jpg",7
T0091,Chennai,Amritsar,Spiritual,All Season,5500,4750,6600,4.3,Budget,Spiritual,Standard Hotel,Car/Coach,Royal Journey of Amritsar,"Experience the best of Amritsar on this 3 Days / 2 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 3 days.","Day 1: Arrival at Amritsar, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Amritsar (short trek/boat/temple visit).",Amritsar temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwkc1OlbvCkfK-Lj-J6rqpN5ZZ_x23V1nAMQ&s,3
T0092,Chennai,Amritsar,Spiritual,All Season,5800,5450,6300,4.4,Family,Spiritual,Standard Hotel,Car/Coach,Jewel of Amritsar - Cultural Highlights - Deluxe,"Experience the best of Amritsar on this 4 Days / 3 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 4 days.","Day 1: Arrival at Amritsar, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Amritsar (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration.",Amritsar temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://i0.wp.com/stampedmoments.com/wp-content/uploads/2024/04/golden-temple-amritsar-4.jpg?fit=1024%2C768&ssl=1,4
T0093,Chennai,Amritsar,Spiritual,All Season,8900,8100,11000,4.6,Luxury,Spiritual,Standard Hotel,Car/Coach,Weekend Escape to Amritsar - Family Special,"Experience the best of Amritsar on this 5 Days / 4 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 5 days.","Day 1: Arrival at Amritsar, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Amritsar (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration. | Day 5: Wrap-up sightseeing and prepare for departure.",Amritsar temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRzWzZJOCKu0gVchVXWX8AnKxez9G9Jgew0RQ&s,5
T0094,Chennai,Amritsar,Spiritual,All Season,12300,10550,13700,4.5,Couple,Spiritual,Standard Hotel,Car/Coach,Amritsar Heritage & Culture Trail - Budget Friendly,"Experience the best of Amritsar on this 6 Days / 5 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 6 days.","Day 1: Arrival at Amritsar, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Amritsar (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration. | Day 5: Wrap-up sightseeing and prepare for departure. | Day 6+: Additional relaxed exploration, optional excursions and departure formalities.",Amritsar temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7BfNKmIaN965qxYLaF61KltY5rQEmOjiVZg&s,6
T0095,Chennai,Amritsar,Spiritual,All Season,11500,10050,13500,4.7,Group,Spiritual,Standard Hotel,Car/Coach,Amritsar Explorer Package,"Experience the best of Amritsar on this 7 Days / 6 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 7 days.","Day 1: Arrival at Amritsar, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Amritsar (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration. | Day 5: Wrap-up sightseeing and prepare for departure. | Day 6+: Additional relaxed exploration, optional excursions and departure formalities.",Amritsar temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://static2.tripoto.com/media/filter/tst/img/1595096/TripDocument/1588590563_800px_sikh_pilgrim_at_the_golden_temple_harmandir_sahib_in_amritsar_india.jpg,7
T0096,Hyderabad,Bodh Gaya,Spiritual,All Season,5700,5100,6000,4.2,Budget,Spiritual,Standard Hotel,Car/Coach,Royal Journey of Bodh Gaya,"Experience the best of Bodh Gaya on this 3 Days / 2 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 3 days.","Day 1: Arrival at Bodh Gaya, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Bodh Gaya (short trek/boat/temple visit).",Bodh Gaya temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8ZfvaDGmfoW2nRHXqIPoPcxb0WAGmQNHkzA&s,3
T0097,Hyderabad,Bodh Gaya,Spiritual,All Season,8400,7400,10000,4.6,Family,Spiritual,Standard Hotel,Car/Coach,Jewel of Bodh Gaya - Cultural Highlights - Deluxe,"Experience the best of Bodh Gaya on this 4 Days / 3 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 4 days.","Day 1: Arrival at Bodh Gaya, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Bodh Gaya (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration.",Bodh Gaya temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_q_OEqJHPrebqY35gKCmAdu2VJlzCQh-1sg&s,4
T0098,Hyderabad,Bodh Gaya,Spiritual,All Season,8300,7200,11000,4.1,Luxury,Spiritual,Standard Hotel,Car/Coach,Weekend Escape to Bodh Gaya - Family Special,"Experience the best of Bodh Gaya on this 5 Days / 4 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 5 days.","Day 1: Arrival at Bodh Gaya, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Bodh Gaya (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration. | Day 5: Wrap-up sightseeing and prepare for departure.",Bodh Gaya temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTRN0YxPkKJfAXze4kDcQv5a5NqH33x_tYiUA&s,5
T0099,Hyderabad,Bodh Gaya,Spiritual,All Season,9100,8550,12200,4,Couple,Spiritual,Standard Hotel,Car/Coach,Bodh Gaya Heritage & Culture Trail - Budget Friendly,"Experience the best of Bodh Gaya on this 6 Days / 5 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 6 days.","Day 1: Arrival at Bodh Gaya, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Bodh Gaya (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration. | Day 5: Wrap-up sightseeing and prepare for departure. | Day 6+: Additional relaxed exploration, optional excursions and departure formalities.",Bodh Gaya temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://holeinthedonut.com/wp-content/uploads/2017/03/India-Bodh-Gaya-Mahabodhi-Temple-at-dusk.jpg,6
T0100,Hyderabad,Bodh Gaya,Spiritual,All Season,13500,12700,14500,3.9,Group,Spiritual,Standard Hotel,Car/Coach,Bodh Gaya Explorer Package,"Experience the best of Bodh Gaya on this 7 Days / 6 Nights spiritual getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 7 days.","Day 1: Arrival at Bodh Gaya, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to Bodh Gaya (short trek/boat/temple visit). | Day 4: Leisure day with optional local experiences and markets exploration. | Day 5: Wrap-up sightseeing and prepare for departure. | Day 6+: Additional relaxed exploration, optional excursions and departure formalities.",Bodh Gaya temples & ghats; Morning rituals/aarti; Meditation session; Pilgrim walks; Spiritual talks,https://www.adotrip.com/public/images/areas/master_images/5c3dacb566257-Bodhgaya_Package_Tour.jpg,7
T0101,Mumbai,vizag,Beach,Monsoon,7500,6450,14280,3.4,Budget,Beach,Resort,Flight / Cab,Royal Journey of vizag,"Experience the best of vizag on this 3 Days / 2 Nights beach getaway. The package includes curated sightseeing, comfortable stays and local experiences tailored to the destination. Perfect for travellers seeking a balanced mix of activities and leisure across the 3 days.","Day 1: Arrival at vizag, check-in and local orientation. | Day 2: Main sightseeing covering iconic attractions and cultural spots. | Day 3: Excursion or activity day tailored to vizag (short trek/boat/temple visit).",vizag beaches; Water sports; Sunset cruise; Beachside relaxation; Seafood sampling,https://www.indiantempletour.com/wp-content/uploads/2022/08/Andaman-and-Nicobar-Islands-Package-1.jpg,3
